,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
558,信道模型,0,0,0,0,0,0,0.006113353,0,0,0,0,0,0,0,0,0.023219629,0
559,RC滞后补偿,0,0,0,0,0,0,0,0,0,0,0,0,0.003124155,0,0,0,0
560,双通道,0,0,0,0,0,0,0,0,0,0,0,0,0.001388514,0,0,0,0
561,内存空间,0.003394547,0.008290583,0.006550796,0.013803649,0,0,0,0,0,0,0,0.023456298,0,0,0,0,0
562,与门,0,0,0,0,0.002375117,0,0.012226706,0.002800788,0,0,0.032216389,0,0,0,0.001291105,0,0
563,电容式,0,0,0,0,0.017100839,0,0,0,0,0,0,0,0,0.001077465,0,0,0
564,频移特性,0,0,0,0,0,0.024443822,0,0,0,0,0,0,0,0,0,0,0
565,行程编码,0,0,0,0,0,0,0,0,0,0.015259339,0,0,0,0,0,0,0
566,转换精度,0,0,0,0,0.001900093,0,0,0,0,0,0.026992109,0,0.000694257,0,0,0,0
567,Volt,0,0,0,0,0,0,0,0,0,0,0,0,0.001388514,0,0,0,0
568,输出匹配电路,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000831376
569,中断系统,0,0,0,0,0,0,0,0.026607487,0,0,0,0,0,0,0,0,0
570,Kruskal算法,0,0,0,0,0,0,0,0,0,0,0,0.027365681,0,0,0,0,0
571,构造函数,0,0,0.032753981,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572,极限参数,0,0,0,0,0,0,0,0,0,0,0,0,0.011108108,0,0,0,0
573,扩展名,0,0,0.032753981,0.009202432,0,0,0,0,0,0.002179906,0,0,0,0,0,0,0
574,发出功率,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015493263,0,0
575,浮点数,0.011315157,0.052507027,0.006550796,0.358894861,0,0,0,0.005601576,0,0,0.000870713,0.017592224,0,0,0.001291105,0,0
576,调制特性,0,0,0,0,0,0.00135799,0,0,0,0,0,0,0,0,0,0.001934969,0.004156882
577,调频发射机,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000967485,0.008313764
578,平面电磁波,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03555634,0,0,0
579,压电效应,0,0,0,0,0.031351538,0,0,0,0,0,0,0,0.001388514,0,0,0,0.005819635
580,互感系数,0,0,0,0,0.005225256,0,0,0,0,0,0,0,0,0,0.002582211,0,0
581,二维傅里叶变换,0,0,0,0,0,0,0,0,0,0.010172893,0,0,0,0,0,0,0
582,时间管理,0,0,0,0,0.000950047,0,0,0,0,0,0,0,0,0,0,0,0
583,一维数组,0.116546116,0.005527056,0,0.013803649,0,0,0,0,0,0,0,0.021501607,0,0,0,0,0
584,方法成员,0,0.005527056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585,低能耗,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001077465,0,0,0
586,巴特沃斯,0,0,0,0,0,0.00135799,0,0,0.06517181,0,0,0,0.002777027,0,0,0,0
587,ARM,0,0,0,0,0.000950047,0,0,0,0.0008807,0,0,0,0,0,0,0,0
588,共基极,0,0,0,0,0,0,0,0,0,0,0,0,0.000694257,0,0,0,0.004156882
589,磁偶极子,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006464789,0,0,0
590,慨率论,0,0,0,0,0,0,0.002037784,0,0,0,0,0,0,0,0,0,0
591,次级线圈,0,0,0,0,0.000475023,0,0,0,0,0,0,0,0,0,0,0,0.003325506
592,补偿与修正,0,0,0,0,0.000950047,0,0,0,0,0,0,0,0,0,0,0,0
593,二叉树,0,0,0,0,0,0,0,0,0,0.00145327,0,0.476944727,0,0,0,0,0
594,DTMF,0,0,0,0,0,0,0,0,0.028182404,0,0,0,0,0,0,0.005804907,0
595,MYEX,0,0,0.006550796,0,0,0,0,0,0,0,0,0,0,0,0,0,0
596,位操作,0,0.02487175,0,0,0,0,0,0.008402364,0,0,0,0,0,0,0,0,0
597,直接型网络结构,0,0,0,0,0,0,0,0,0.007926301,0,0,0,0,0,0,0,0
598,一维奇偶监督码,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000967485,0
599,二极管,0,0,0,0,0.037526841,0,0,0.011203152,0,0.00145327,0.108839151,0,0.245419768,0,0.054226421,0.006772392,0.189553823
600,相位角,0,0,0,0,0.000950047,0.00135799,0,0,0,0.004359811,0,0,0.000694257,0,0.001291105,0,0
601,串并联,0,0,0,0,0,0,0,0,0,0,0,0,0.009025338,0,0.002582211,0,0.008313764
602,特征向量,0,0,0.137566718,0,0.00285014,0,0,0,0.0017614,0.018892515,0,0,0,0,0,0,0
603,生物芯片,0,0,0,0,0.009025443,0,0,0,0,0,0,0,0,0,0,0,0
604,标量位,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028014086,0,0,0
605,线性分组码,0,0,0,0,0,0,0.014264491,0,0,0,0,0,0,0,0,0.011609815,0
606,生物放大,0,0,0,0,0.003325163,0,0,0,0,0,0,0,0,0,0,0,0
607,基本回路组,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007746632,0,0
608,时不变系统,0,0,0,0,0.00142507,0.010863921,0,0,0.034347305,0,0,0,0,0,0,0.001934969,0
609,积分器,0,0,0.019652388,0,0.014250699,0.061109556,0,0,0.0008807,0,0.018284977,0,0.004859797,0,0.014202158,0.024187114,0.002494129
610,调频波,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012577299,0.083137642
611,数组名,0.126729758,0.008290583,0,0,0,0,0,0,0,0,0,0.021501607,0,0,0,0,0
612,鉴相器,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001934969,0.089788653
613,变阻器,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001662753
614,双线性,0,0,0,0,0,0,0,0,0.0017614,0.01961915,0,0,0,0,0,0,0
615,随机过程,0,0,0,0,0.003800186,0,0.006113353,0,0.0008807,0.00145327,0,0,0,0,0,0.09578097,0
616,DTFT,0,0,0,0,0,0.031233773,0,0,0,0,0,0,0,0,0,0,0
617,电流方程,0,0,0,0,0,0.006789951,0,0,0,0,0,0,0.02360473,0,0.010328842,0,0
618,二维奇偶监督码,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004837423,0
619,施密特触发电路,0,0,0,0,0,0,0,0,0,0,0.000870713,0,0,0,0,0,0
620,CMOS数字集成电路,0,0,0,0,0,0,0,0,0,0,0.003482853,0,0,0,0,0,0
621,电容滤波电路,0,0,0,0,0,0,0,0,0,0,0,0,0.012496622,0,0,0,0
622,地取数,0,0,0,0,0,0,0,0.001400394,0,0,0,0,0,0,0,0,0
623,调幅,0,0,0,0,0.005225256,0.00407397,0,0,0.028182404,0.000726635,0,0,0.001388514,0.008619719,0,0.036764413,0.393241045
624,主存储器,0,0,0,0,0,0,0,0.002800788,0,0,0,0,0,0,0,0,0
625,模数转换,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002494129
626,图像退化,0,0,0,0,0,0,0,0,0,0.007992987,0,0,0,0,0,0,0
627,微加工,0,0,0,0,0.007600373,0,0,0,0,0,0,0,0,0,0,0,0
628,s域框图,0,0,0,0,0,0.012221911,0,0,0,0,0,0,0,0,0,0,0
629,单运放,0,0,0,0,0,0,0,0,0,0,0,0,0.000694257,0,0,0,0
630,OTL电路,0,0,0,0,0,0,0,0,0,0,0,0,0.004859797,0,0,0,0
631,自相关函数,0,0,0,0,0.00142507,0.021727842,0,0,0.045796407,0.002179906,0,0,0,0,0,0.114163176,0
632,MOS管,0,0,0,0,0.000475023,0,0,0,0,0,0.134960547,0,0.047903717,0,0.001291105,0,0.000831376
633,LC振荡器,0,0,0,0,0.000475023,0,0,0,0,0,0,0,0,0,0,0.000967485,0.029098175
634,电磁场,0,0,0,0,0.000475023,0,0,0,0,0,0,0,0,0.059260567,0.012911053,0,0
635,阶跃响应,0,0,0.065507961,0,0.000950047,0.131725043,0,0,0,0,0,0,0.004165541,0,0.025822105,0,0
636,标量场,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0398662,0,0,0
637,Zigbee,0,0,0,0,0.000475023,0,0,0,0,0,0,0,0,0,0,0,0
638,离散卷积,0,0,0,0,0,0.00407397,0,0,0,0.002906541,0,0,0,0,0,0,0
639,稳定性处理,0,0,0,0,0.000950047,0,0,0,0,0,0,0,0,0,0,0,0
640,电压并联负反馈,0,0,0,0,0,0,0,0,0,0,0,0,0.007636824,0,0,0,0
641,振荡回路元件,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001662753
642,电压反馈,0,0,0,0,0,0,0,0,0,0,0.000870713,0,0.006248311,0,0,0,0
643,抽象方法,0,0.0497435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
644,阻抗匹配,0,0,0,0,0.000950047,0,0,0.001400394,0.0008807,0,0,0,0.000694257,0,0,0,0.008313764
645,数学期望,0,0,0,0,0.00142507,0,0,0,0,0,0,0,0,0,0,0.006772392,0
646,调波,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000831376
647,整数型,0,0,0,0,0,0,0,0,0,0,0,0.001954692,0,0,0,0,0
648,自然二进制码,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007739876,0
649,对偶定理,0,0,0,0,0,0,0,0,0,0,0.003482853,0,0,0,0,0,0
650,入栈,0,0,0,0,0,0,0,0,0,0,0,0.005864075,0,0,0,0,0
651,简单滞后补偿,0,0,0,0,0,0,0,0,0,0,0,0,0.006248311,0,0,0,0
652,可变数量参数,0,0,0,0.018404865,0,0,0,0,0,0,0,0,0,0,0,0,0
653,同相求和,0,0,0,0,0,0,0,0,0,0,0,0,0.004165541,0,0,0,0
654,Y形联结,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018075474,0,0
655,概率函数,0,0,0,0,0,0,0,0,0,0.000726635,0,0,0,0,0,0,0
656,对称天线,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040943664,0,0,0
657,远区场,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045253524,0,0,0
658,模式识别,0,0,0,0,0.004750233,0,0,0,0.0008807,0.010899528,0,0,0,0,0,0,0
659,高级语言,0.032813955,0,0.052406369,0.046012162,0,0,0,0.008402364,0.0008807,0,0.00261214,0.001954692,0,0,0,0,0
660,伽马射线,0,0,0,0,0,0,0,0,0,0.014532704,0,0,0,0,0,0,0
661,邻接表,0,0,0,0,0,0,0,0,0,0,0,0.14269248,0,0,0,0,0
662,自动检测系统,0,0,0,0,0.062228054,0,0,0,0,0,0,0,0,0,0,0,0
663,谐振腔,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051718313,0,0,0
664,失真分析,0,0,0,0,0,0,0,0,0,0,0,0,0.00208277,0,0,0,0.000831376
665,时移特性,0,0,0,0,0,0.028517793,0,0,0,0,0,0,0,0,0,0,0
666,顺序脉冲发生器,0,0,0,0,0,0,0,0,0,0,0.012189985,0,0,0,0,0,0
667,数据挖掘,0,0,0,0.036809729,0.001900093,0,0,0,0,0,0,0,0,0,0,0,0
668,微波通信,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005387324,0,0,0
669,差分脉冲编码调制,0,0,0,0,0,0,0,0,0,0.002179906,0,0,0,0,0,0.005804907,0
670,电感式传感器,0,0,0,0,0.022801119,0,0,0,0,0,0,0,0,0,0,0,0
671,振荡电路,0,0,0.026203184,0,0.000950047,0,0,0.004201182,0,0,0.000870713,0,0.03644848,0,0.011619947,0,0.059859102
672,准互补输出级,0,0,0,0,0,0,0,0,0,0,0,0,0.001388514,0,0,0,0
673,宽带高频功率放大器,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001662753
674,高电平,0,0,0,0.013803649,0.00427521,0,0,0.047613397,0,0,0.295171778,0,0.02152196,0,0,0.003869938,0.014964776
675,分子结构,0,0,0,0,0.00142507,0,0,0,0,0,0,0,0,0,0,0,0
676,系统特性,0,0,0,0,0.000475023,0.010863921,0,0,0.003522801,0.000726635,0,0,0,0,0,0.001934969,0
677,数字水印,0,0,0,0,0,0,0,0,0,0.000726635,0,0,0,0,0,0,0
678,反相输入,0,0,0,0,0.000475023,0,0,0,0,0,0.00261214,0,0.046515203,0,0,0,0.000831376
679,TTL门电路,0,0,0,0,0,0,0,0,0,0,0.02437997,0,0,0,0,0,0
680,图像识别,0,0,0,0.004601216,0.000475023,0,0,0,0,0,0,0,0,0,0.001291105,0,0
681,运动模糊,0,0,0,0,0,0,0,0,0,0.002179906,0,0,0,0,0,0,0
682,电磁学,0,0,0,0,0.000475023,0,0,0,0,0,0,0,0,0.005387324,0.005164421,0,0
683,样本空间,0,0,0,0,0,0,0.026491197,0,0,0,0,0,0,0,0,0,0
684,共轭复数,0,0,0,0,0,0.00271598,0,0,0,0,0,0,0,0,0.014202158,0,0
685,磁电式,0,0,0,0,0.000950047,0,0,0,0,0,0,0,0,0,0,0,0
686,稳压管,0,0,0,0,0,0,0,0,0,0,0,0,0.080186657,0,0,0,0
687,压电式传感器,0,0,0,0,0.025176235,0,0,0,0,0,0,0,0,0,0,0,0
688,电导率,0,0,0,0,0.006650326,0,0,0,0,0,0,0,0,0.066802821,0.002582211,0,0.001662753
689,绝对速度,0,0,0,0,0.000475023,0,0,0,0,0,0,0,0,0,0,0,0
690,逻辑代数,0,0,0,0,0,0,0,0,0,0,0.047018513,0,0,0,0,0,0
691,归并排序,0,0,0,0,0,0,0,0,0,0,0,0.058640745,0,0,0,0,0
692,比例电流源,0,0,0,0,0,0,0,0,0,0,0,0,0.005554054,0,0,0,0
693,二进制译码器,0,0,0,0,0,0,0,0,0,0,0.008707132,0,0,0,0,0,0
694,逻辑表达式,0.036208502,0,0.019652388,0,0,0,0,0,0,0,0.000870713,0,0,0,0,0,0
695,生成矩阵,0,0,0.013101592,0,0,0,0.130418201,0,0,0.000726635,0,0,0,0,0,0.029992021,0
696,单线程,0,0.008290583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
697,绝对零度,0,0,0,0,0.000950047,0,0,0,0,0,0,0,0,0,0,0,0
698,特异性,0,0,0,0,0.010925536,0,0,0,0,0,0,0,0,0,0,0,0
699,ZigBee,0,0,0,0,0.000950047,0,0,0,0,0,0,0,0,0,0,0,0
700,有源元件,0,0,0,0,0,0,0,0,0,0,0,0,0.006942568,0,0.002582211,0,0.000831376
701,独立源,0,0,0,0,0,0,0,0,0,0,0,0,0.000694257,0,0.024531,0,0
702,电磁感应定律,0,0,0,0,0.000475023,0,0,0,0,0,0,0,0,0.012929578,0.001291105,0,0
703,ASICC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000831376
704,局部阈值,0,0,0,0,0,0,0,0,0,0.007266352,0,0,0,0,0,0,0
705,电容式厚度传感器,0,0,0,0,0.001900093,0,0,0,0,0,0,0,0,0,0,0,0
706,线性相位,0,0,0,0,0,0.00271598,0,0,0.107445416,0,0,0,0,0,0,0,0
707,静电力,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004309859,0,0,0
708,热能,0,0,0,0,0.00142507,0,0,0,0,0,0,0,0.000694257,0.003232395,0.005164421,0.000967485,0.000831376
709,超短波,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005387324,0,0.001934969,0.005819635
710,电压并联负反馈电路,0,0,0,0,0,0,0,0,0,0,0,0,0.008331081,0,0,0,0
711,网同步,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015479753,0
712,z域框图,0,0,0,0,0,0.009505931,0,0,0,0,0,0,0,0,0,0,0
713,反向传播,0,0,0,0,0,0,0,0,0,0.004359811,0,0,0,0,0,0,0
714,元组,0,0,0,0.174846214,0,0,0,0,0,0.00145327,0,0,0,0,0,0,0
715,输入输出流,0.001131516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
716,决策函数,0,0,0,0,0,0,0,0,0,0.023978962,0,0,0,0,0,0,0
717,视频压缩,0,0,0,0,0,0,0,0,0,0.006539717,0,0,0,0,0,0,0
718,串联反馈,0,0,0,0,0,0,0,0,0,0,0,0,0.006942568,0,0,0,0
719,穷举,0,0,0,0,0,0,0,0,0,0.000726635,0,0.003909383,0,0,0.001291105,0.001934969,0
720,各向同性,0,0,0,0,0,0,0,0,0,0.01671261,0,0,0,0.063570426,0.001291105,0,0
721,收敛域,0,0,0,0,0,0.234932294,0,0,0.098638415,0,0,0,0,0,0,0,0
722,单相半波整流电路,0,0,0,0,0,0,0,0,0,0,0,0,0.006248311,0,0,0,0
723,闭环法,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014512268,0
724,占空比可调电路,0,0,0,0,0,0,0,0,0,0,0,0,0.000694257,0,0,0,0
725,电压源,0,0,0,0,0.002375117,0.014937892,0,0,0,0,0.007836419,0,0.033671453,0,0.357636161,0,0.002494129
726,一致校验矩阵,0,0,0,0,0,0,0.128380417,0,0,0,0,0,0,0,0,0,0
727,样本均值,0,0,0,0,0,0,0,0,0,0.00145327,0,0,0,0,0,0,0
728,端口号,0,0,0.006550796,0,0,0,0,0,0,0,0,0,0,0,0,0,0
729,介质击穿,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00215493,0,0,0
730,图像处理,0,0,0.019652388,0.032208513,0.00142507,0.00271598,0,0.001400394,0.0017614,0.172212543,0,0,0,0,0,0,0
731,自感系数,0,0,0,0,0.000475023,0,0,0,0,0,0,0,0,0,0.003873316,0,0
732,概念化,0,0,0,0,0,0,0,0,0,0.000726635,0,0,0,0,0,0,0
733,晶振,0,0,0,0,0.000950047,0,0,0.025207093,0,0,0,0,0,0,0,0,0.064847361
734,低通电路,0,0,0,0,0,0.00271598,0,0,0,0,0,0,0.010413852,0,0,0,0
735,离散信号,0,0,0,0,0,0.032591763,0,0,0.003522801,0,0,0,0.001388514,0,0,0.000967485,0
736,基尔霍夫,0,0,0,0,0,0.00135799,0,0,0,0,0,0,0.000347128,0.005387324,0.010328842,0,0
737,集成运放,0,0,0,0,0,0,0,0,0,0,0,0,0.312068417,0,0,0,0.003325506
738,同质性,0,0,0,0,0,0,0,0,0,0.003633176,0,0,0,0,0,0,0
739,饱和电流,0,0,0,0,0,0,0,0,0,0,0.001741426,0,0.015967906,0,0.001291105,0,0
740,无旋无散,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001077465,0,0,0
741,Change,0,0,0,0.004601216,0,0,0,0,0,0,0,0,0,0,0,0,0
742,典型自动检测系统,0,0,0,0,0.00142507,0,0,0,0,0,0,0,0,0,0,0,0
743,边界值,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00215493,0,0,0
744,自激振荡,0,0,0,0,0,0,0,0.001400394,0,0,0.005224279,0,0.064565879,0,0.003873316,0,0.009976517
745,三角波发生电路,0,0,0,0,0,0,0,0,0,0,0,0,0.007636824,0,0,0,0
746,电子信息,0,0,0,0,0.000950047,0,0,0,0,0,0,0,0.000347128,0,0.007746632,0,0
747,非周期信号,0,0,0,0,0.000475023,0.029875783,0,0,0.0008807,0,0,0,0.000694257,0,0.002582211,0.001934969,0
748,谐振器,0,0,0,0,0.000950047,0,0,0,0.0026421,0,0,0,0.00208277,0,0,0,0.013302023
749,时谐电磁场,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034478875,0,0,0
750,正弦波,0,0,0.026203184,0.013803649,0.00142507,0,0,0,0.009687701,0.021072421,0,0,0.120106421,0.00215493,0.012911053,0.03192699,0.031592304
751,排列组合,0.001131516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000967485,0
752,全反射,0,0,0,0,0.006650326,0,0,0,0,0.000726635,0,0,0,0.031246481,0.005164421,0,0
753,奇偶性,0,0,0,0,0,0.008147941,0,0,0.0008807,0.000726635,0,0.001954692,0,0,0.001291105,0,0
754,全局阈值,0,0,0,0,0,0,0,0,0,0.024705597,0,0,0,0,0,0,0
755,终值定理,0,0,0,0,0,0.028517793,0,0,0.0017614,0,0,0,0,0,0,0,0.000831376
756,过饱和,0,0,0,0,0,0,0,0,0,0.000726635,0,0,0,0,0,0,0
757,行波天线,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003232395,0,0,0
758,数据采集系统,0,0,0,0,0.015675769,0.00135799,0,0.004201182,0,0,0,0,0.000694257,0,0,0,0
759,网孔电流,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051644211,0,0
760,动态内存,0.002263031,0,0,0,0,0,0,0,0,0,0,0.001954692,0,0,0,0,0
761,光谱分析,0,0,0,0,0.000950047,0,0,0,0,0,0,0,0,0,0,0,0
762,抽样信号,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039666866,0
763,逻辑函数,0,0,0,0,0,0,0,0,0,0,0.199393325,0,0,0,0,0,0
764,mung,0,0,0,0,0.000950047,0,0,0,0,0,0,0,0,0,0,0,0
765,外同步法,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009674845,0
766,局部变量,0.090521255,0.179629304,0.019652388,0.055214594,0,0,0,0,0,0,0,0,0,0,0,0,0
767,编码器,0,0.002763528,0,0,0.016150793,0,0.279176462,0,0.0008807,0.042144842,0.017414264,0,0,0,0,0.091911032,0
768,并行口,0,0,0,0,0,0,0,0,0,0,0.000870713,0,0,0,0,0,0
769,父类,0,0.035925861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
770,场与源,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005387324,0,0,0
771,RLC串联电路,0,0,0,0,0,0.00135799,0,0,0,0,0,0,0,0,0.058099737,0,0
772,剖面图,0,0,0,0,0,0,0,0,0,0.018892515,0,0,0,0,0,0,0
773,双栅式,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002494129
774,非线性失真,0,0,0,0,0,0,0,0,0.0017614,0,0,0,0.018050676,0,0,0.004837423,0.008313764
775,锯齿波发生电路,0,0,0,0,0,0,0,0,0,0,0,0,0.006942568,0,0,0,0
776,虚极,0,0,0,0,0,0.00135799,0,0,0,0,0,0,0,0,0,0,0
777,时域离散系统,0,0,0,0,0,0,0,0,0.043154306,0,0,0,0,0,0,0,0
778,格林定理,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025859156,0,0,0
779,脉冲电流,0,0,0,0,0.000475023,0,0,0,0,0,0.001741426,0,0.000694257,0,0.002582211,0.000967485,0.002494129
780,拉普拉斯,0,0,0.039304777,0,0.000475023,0.017653872,0,0,0,0.079203237,0,0,0,0,0.014202158,0,0.000831376
781,外部中断,0,0,0,0,0,0,0,0.103629159,0,0,0,0,0,0,0,0,0
782,h参数等效模型,0,0,0,0,0,0,0,0,0,0,0,0,0.014579392,0,0,0,0
783,555定时器,0,0,0,0,0,0,0,0,0,0,0.040923521,0,0,0,0,0,0
784,相角,0,0,0.013101592,0,0.001900093,0.009505931,0,0,0.0017614,0.018892515,0,0,0.004859797,0,0.003873316,0.000967485,0.036580562
785,楞次定律,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003873316,0,0
786,机械振动,0,0,0.006550796,0,0.003325163,0,0,0,0,0,0,0,0.00208277,0,0,0,0.008313764
787,同步十进制计数器,0,0,0,0,0,0,0,0,0,0,0.007836419,0,0,0,0,0,0
788,数值比较器,0,0,0,0,0,0,0,0,0,0,0.022638543,0,0,0,0,0,0
789,信号与系统,0,0,0.013101592,0,0.000475023,0.059751566,0,0,0.0017614,0,0,0,0,0,0.002582211,0,0
790,支路电流法,0,0,0.006550796,0,0,0,0,0,0,0,0,0,0,0,0.02194879,0,0
791,DOT,0,0,0,0.004601216,0,0,0,0,0,0,0,0,0,0,0,0,0
792,取样定理,0,0,0,0,0.000475023,0.016295882,0,0,0,0.010172893,0.001741426,0,0,0,0,0,0
793,毫米波,0,0,0,0,0.00142507,0,0,0,0,0,0,0,0,0.004309859,0,0,0.000831376
794,电涡流电感式传感器,0,0,0,0,0.013775676,0,0,0,0,0,0,0,0,0,0,0,0
795,卷积定理,0,0,0,0,0,0.066541517,0,0,0.007926301,0.020345786,0,0,0,0,0.002582211,0.000967485,0
796,z域尺度变换,0,0,0,0,0,0.00135799,0,0,0,0,0,0,0,0,0,0,0
797,稳压器,0,0,0,0,0,0,0,0,0,0,0,0,0.0256875,0,0,0,0
798,电压传输特性,0,0,0,0,0,0,0,0,0,0,0.042664947,0,0.054846285,0,0,0,0
799,不定积分,0,0,0.078609553,0,0,0,0,0,0,0,0,0,0,0.001077465,0.001291105,0,0
800,理想运放,0,0,0,0,0,0,0,0,0,0,0,0,0.033324325,0,0.010328842,0,0
801,转义序列,0,0.02487175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
802,智能传感器,0,0,0,0,0.042752098,0,0,0,0,0,0,0,0,0,0,0,0
803,无源元件,0,0,0,0,0,0,0,0,0,0,0,0,0.002777027,0,0.010328842,0,0.000831376
804,常微分,0,0,0.058957165,0,0,0,0,0,0,0,0,0,0,0,0.002582211,0,0
805,结构化编程,0.001131516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
806,最高工作频率,0,0,0,0,0,0,0,0,0,0,0.000870713,0,0.002777027,0,0,0,0.000831376
807,负源,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00215493,0,0,0
808,路端电压,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005819635
809,选择排序,0.002263031,0.002763528,0,0,0,0,0,0,0,0,0,0.021501607,0,0,0,0,0
810,动态创建,0,0.002763528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811,检波器,0,0,0,0,0.006175303,0,0,0,0,0,0,0,0,0,0,0.009674845,0.093945535
812,基带数字信号,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003869938,0.004156882
813,中心对称,0,0,0,0,0,0,0,0,0,0.005813082,0,0,0,0,0,0,0
814,积分运算电路,0,0,0,0,0,0,0,0,0,0,0,0,0.01943919,0,0,0,0
815,能量谱,0,0,0,0,0,0.019011862,0,0,0,0,0,0,0,0,0,0.018382206,0
816,磁电感应式传感器,0,0,0,0,0.019000932,0,0,0,0,0,0,0,0,0,0,0,0
817,基本调整管稳压电路,0,0,0,0,0,0,0,0,0,0,0,0,0.00208277,0,0,0,0
818,电阻式传感器,0,0,0,0,0.019475956,0,0,0,0,0,0,0,0,0,0,0,0
819,微分电路,0,0,0,0,0.001900093,0,0,0.001400394,0,0,0.003482853,0,0.00208277,0,0,0.005804907,0.000831376
820,butter,0,0,0,0,0,0,0,0,0.025540304,0,0,0,0,0,0,0,0
821,弹性元件,0,0,0,0,0.00997549,0,0,0,0,0,0,0,0,0,0,0,0
822,级间反馈,0,0,0,0,0,0,0,0,0,0,0,0,0.000694257,0,0,0,0
823,人脸识别,0,0,0,0,0.010450513,0,0,0,0,0,0,0,0,0,0,0,0
824,整形电路,0,0,0,0,0.002375117,0,0,0,0,0,0.008707132,0,0,0,0,0,0
825,单片系统,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001934969,0
826,扭环形计数器,0,0,0,0,0,0,0,0,0,0,0.007836419,0,0,0,0,0,0
827,双运放和四运放,0,0,0,0,0,0,0,0,0,0,0,0,0.000694257,0,0,0,0
828,矩形波发生电路,0,0,0,0,0,0,0,0,0,0,0,0,0.006942568,0,0,0,0
829,波源,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014007043,0,0,0
830,逻辑运算符,0.02376183,0.033162333,0.006550796,0,0,0,0,0,0,0,0.000870713,0,0,0,0,0,0
831,将下式,0,0,0,0,0,0,0,0,0,0,0.001741426,0,0,0,0,0,0
832,波函数,0,0,0,0,0,0,0,0,0.0008807,0.026158867,0,0,0,0,0,0,0
833,操作系统,0.016972735,0.011054111,0.026203184,0.409508239,0.005225256,0,0,0,0,0.000726635,0,0.009773458,0,0,0,0,0
834,弹性模量,0,0,0,0,0.00427521,0,0,0,0,0,0,0,0,0,0,0,0
835,结构体指针,0.004526063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
